City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
391,Dwarka,IN,2022-05-16 16:07:30,22.2394,68.9678,83.35,75,0,17.72
392,Tallahassee,US,2022-05-16 16:04:23,30.4383,-84.2807,86.32,61,40,9.22
393,Mingshui,CN,2022-05-16 16:07:30,36.7167,117.5,65.64,20,0,7.05
394,Marzuq,YE,2022-05-16 16:07:31,14.4,46.4667,78.46,8,0,4.29
395,Teguise,ES,2022-05-16 16:07:31,29.0605,-13.564,73.62,53,20,11.5
396,Vicuna,CL,2022-05-16 16:07:31,-30.0319,-70.7081,84.78,21,0,5.86
397,Grand Baie,MU,2022-05-16 16:07:32,-20.0182,57.5802,76.44,69,30,5.99
398,Walvis Bay,NA,2022-05-16 16:07:32,-22.9575,14.5053,72.64,42,0,8.59
399,Calabar,NG,2022-05-16 16:07:33,4.9517,8.322,84.27,77,91,5.84
400,Santiago De Cao,PE,2022-05-16 16:07:33,-7.9589,-79.2392,64.53,88,70,11.5
401,Ganzhou,CN,2022-05-16 16:07:34,28.8184,115.4327,61.56,82,43,3.47
402,Laguna,US,2022-05-16 16:04:57,38.421,-121.4238,66.29,70,0,9.22
403,Havelock,US,2022-05-16 16:07:34,34.8791,-76.9013,84.16,81,1,8.01
404,Petropavlovsk-Kamchatskiy,RU,2022-05-16 16:07:34,53.0452,158.6483,32.67,99,100,3.18
405,Santa Cecilia,BR,2022-05-16 16:07:35,-26.9608,-50.4269,52.59,54,66,8.81
406,Bermeo,ES,2022-05-16 16:07:35,43.4209,-2.7215,86.47,61,68,5.7
407,Oga,IT,2022-05-16 16:07:36,46.4631,10.347,56.8,84,98,3.51
408,Fort Saint James,CA,2022-05-16 16:08:36,54.4333,-124.25,47.43,84,99,6.42
409,Evensk,RU,2022-05-16 16:08:36,61.95,159.2333,35.47,96,100,5.01
410,Cayenne,GF,2022-05-16 16:08:37,4.9333,-52.3333,80.1,1,100,6.91
411,Cherskiy,RU,2022-05-16 16:08:37,68.75,161.3,34.03,89,100,9.04
412,Polunochnoye,RU,2022-05-16 16:08:38,60.8697,60.4153,53.2,63,77,2.91
413,Ous,RU,2022-05-16 16:08:38,60.9058,61.5186,53.6,58,70,3.33
414,Zarubino,RU,2022-05-16 16:08:38,42.63,131.0922,46.62,93,73,5.77
415,Nuuk,GL,2022-05-16 16:04:55,64.1835,-51.7216,36.21,64,0,10.36
416,Coihaique,CL,2022-05-16 16:08:39,-45.5752,-72.0662,39.81,75,0,6.91
417,Timbiqui,CO,2022-05-16 16:08:39,2.7717,-77.6654,82.56,81,95,4.29
418,Brawley,US,2022-05-16 16:08:40,32.9787,-115.5303,91.65,11,0,6.91
419,Si Sa Ket,TH,2022-05-16 16:08:40,14.8333,104.3333,81.21,88,100,0.83
420,Colesberg,ZA,2022-05-16 16:08:40,-30.72,25.0972,62.56,45,0,6.73
421,Kalabo,ZM,2022-05-16 16:08:41,-14.97,22.6814,68.25,43,1,4.18
422,Ha Giang,VN,2022-05-16 16:08:41,22.8333,104.9833,67.41,85,88,0.07
423,Tilichiki,RU,2022-05-16 16:08:42,60.4667,166.1,32.56,98,100,3.98
424,Inongo,CD,2022-05-16 16:08:42,-1.95,18.2667,78.85,76,65,2.75
425,Doctor Arroyo,MX,2022-05-16 16:08:43,23.6667,-100.1833,74.93,33,0,5.01
426,Adrar,MR,2022-05-16 16:08:43,20.5022,-10.0711,106.43,6,6,17.38
427,Gagra,GE,2022-05-16 16:08:43,43.3283,40.2239,61.72,83,44,1.52
428,Irbil,IQ,2022-05-16 16:05:01,36.1926,44.0106,78.62,27,40,4.61
429,Meulaboh,ID,2022-05-16 16:08:44,4.1363,96.1285,79.38,84,100,2.26
430,Rio De Janeiro,BR,2022-05-16 16:08:27,-22.9028,-43.2075,79.54,72,75,6.91
431,Kimberley,ZA,2022-05-16 16:08:44,-28.7323,24.7623,67.01,33,2,6.96
432,Tumut,AU,2022-05-16 16:08:45,-35.3,148.2167,48.61,90,75,4.12
433,Gerash,IR,2022-05-16 16:08:45,27.6652,54.1371,87.22,9,0,7.31
434,Vanimo,PG,2022-05-16 16:08:45,-2.6741,141.3028,79.32,85,60,3.67
435,Nachingwea,TZ,2022-05-16 16:08:46,-10.3833,38.7667,73.98,58,56,3.29
436,Nome,US,2022-05-16 16:08:46,64.5011,-165.4064,35.67,69,75,8.05
437,Aromashevo,RU,2022-05-16 16:08:46,56.8602,68.6375,55.06,84,61,7.05
438,Isangel,VU,2022-05-16 16:08:47,-19.55,169.2667,75.79,81,78,16.02
439,West Wendover,US,2022-05-16 16:08:47,40.7391,-114.0733,76.21,20,0,12.66
440,Buciumeni,RO,2022-05-16 16:08:48,45.15,25.45,63.39,83,72,3.98
441,Santa Rosa,PH,2022-05-16 16:08:48,14.3122,121.1114,80.58,85,100,4.27
442,Castrolibero,IT,2022-05-16 16:08:49,39.3081,16.1944,63.99,49,53,4.21
443,Las Margaritas,MX,2022-05-16 16:08:49,16.3167,-91.9833,78.62,35,9,4.94
444,Novyy Urengoy,RU,2022-05-16 16:08:50,66.0833,76.6333,49.64,77,98,7.78
445,Lyubech,UA,2022-05-16 16:08:50,51.7026,30.6569,55.17,53,65,10.89
446,Moron,AR,2022-05-16 16:08:50,-34.6534,-58.6198,58.69,64,75,20.71
447,Semirom,IR,2022-05-16 16:08:51,31.4167,51.5667,64.65,25,2,9.1
448,Palembang,ID,2022-05-16 16:08:51,-2.9167,104.7458,75.29,100,75,2.3
449,Snasa,NO,2022-05-16 16:08:52,64.2457,12.3778,44.01,59,90,13.0
450,Amarpatan,IN,2022-05-16 16:08:52,24.3167,80.9833,98.06,14,4,5.5
451,Tual,ID,2022-05-16 16:08:53,-5.6667,132.75,83.68,73,33,9.93
452,Petrolina,BR,2022-05-16 16:07:31,-9.3986,-40.5008,91.45,49,20,8.05
453,Macin,RO,2022-05-16 16:09:53,45.2437,28.1356,73.69,62,52,12.17
454,Yar-Sale,RU,2022-05-16 16:09:54,66.8333,70.8333,37.67,99,80,4.05
455,San Mateo Del Mar,MX,2022-05-16 16:09:54,16.2,-95.0,87.66,51,5,20.8
456,Tommot,RU,2022-05-16 16:09:54,58.9564,126.2925,26.69,99,95,2.46
457,Mayo,US,2022-05-16 16:09:55,38.8876,-76.5119,72.95,93,100,5.75
458,Washougal,US,2022-05-16 16:09:55,45.5826,-122.3534,59.59,79,100,8.05
459,San Patricio,US,2022-05-16 16:09:56,28.017,-97.5169,87.67,41,4,11.23
460,Krasnaya Gora,RU,2022-05-16 16:09:56,52.9995,31.6023,52.02,58,90,13.13
461,Sao Felix Do Xingu,BR,2022-05-16 16:09:56,-6.6447,-51.995,83.68,75,100,2.86
462,Copiapo,CL,2022-05-16 16:09:57,-27.3667,-70.3333,58.69,29,3,5.73
463,Soe,ID,2022-05-16 16:09:57,-9.8607,124.284,63.68,89,3,4.07
464,Port Keats,AU,2022-05-16 16:09:58,-14.25,129.55,76.08,81,1,2.68
465,Kodinar,IN,2022-05-16 16:09:58,20.7903,70.7031,83.61,73,2,13.76
466,Belford Roxo,BR,2022-05-16 16:09:59,-22.7642,-43.3994,79.29,73,75,5.75
467,Hammerfest,NO,2022-05-16 16:09:59,70.6634,23.6821,36.05,75,75,3.44
468,Paita,PE,2022-05-16 16:09:59,-5.0892,-81.1144,72.39,69,65,8.81
469,Cumnock,GB,2022-05-16 16:05:33,55.4544,-4.2664,54.28,95,100,6.22
470,Jijiga,ET,2022-05-16 16:10:00,9.35,42.8,71.46,50,41,11.56
471,Babol,IR,2022-05-16 16:10:00,36.5513,52.679,67.46,68,89,21.94
472,Naantali,FI,2022-05-16 16:10:01,60.4674,22.0243,54.32,43,0,11.5
473,Kununurra,AU,2022-05-16 16:10:01,-15.7667,128.7333,71.58,88,0,0.0
474,Aljezur,PT,2022-05-16 16:10:02,37.3191,-8.8033,71.17,62,3,9.42
475,Mujiayingzi,CN,2022-05-16 16:10:02,42.1167,118.7833,55.71,26,88,3.33
476,Tiznit,MA,2022-05-16 16:10:03,29.5833,-9.5,74.39,42,0,9.71
477,Yeniseysk,RU,2022-05-16 16:10:03,58.4497,92.1703,56.37,61,12,2.39
478,Helong,CN,2022-05-16 16:10:03,42.5397,128.9972,41.88,86,1,5.68
479,Bielsk Podlaski,PL,2022-05-16 16:10:04,52.7651,23.1865,59.34,57,55,5.08
480,Sirjan,IR,2022-05-16 16:10:04,29.452,55.6814,78.87,9,0,11.45
481,Panaba,MX,2022-05-16 16:10:05,21.2833,-88.2667,89.94,36,0,6.55
482,Gat,IL,2022-05-16 16:10:05,31.61,34.7642,73.4,17,100,7.11
483,Mizan Teferi,ET,2022-05-16 16:10:05,6.9833,35.5833,62.62,95,40,2.01
484,Luwuk,ID,2022-05-16 16:10:06,-0.9516,122.7875,77.77,88,100,2.44
485,Kawalu,ID,2022-05-16 16:10:06,-7.3817,108.2082,74.17,97,89,0.94
486,Baruun-Urt,MN,2022-05-16 16:10:06,46.6806,113.2792,54.84,30,99,2.93
487,Payo,ID,2022-05-16 16:10:07,-3.7508,103.6372,73.69,99,100,2.64
488,Longyearbyen,SJ,2022-05-16 16:10:07,78.2186,15.6401,30.04,86,75,8.05
489,Nara,JP,2022-05-16 16:05:58,34.6851,135.8049,63.5,61,100,2.15
490,Ishnya,RU,2022-05-16 16:10:08,57.1907,39.36,43.32,93,100,13.8
491,Masuguru,TZ,2022-05-16 16:10:08,-11.3667,38.4167,73.45,55,11,2.75
492,Coruripe,BR,2022-05-16 16:10:09,-10.1256,-36.1756,82.89,74,40,8.84
493,Shitanjing,CN,2022-05-16 16:10:09,39.2342,106.3439,57.58,9,1,5.68
494,Eloy,US,2022-05-16 16:10:09,32.7559,-111.5548,92.41,6,0,5.44
495,Guerrero Negro,MX,2022-05-16 16:10:10,27.9769,-114.0611,63.84,73,88,17.36
496,Impfondo,CG,2022-05-16 16:10:10,1.6381,18.0667,81.36,70,92,4.23
497,Ancud,CL,2022-05-16 16:10:11,-41.8697,-73.8203,52.32,57,30,8.75
498,Lamu,KE,2022-05-16 16:10:11,-2.2717,40.902,79.09,81,12,14.65
499,Seoul,KR,2022-05-16 16:07:13,37.5683,126.9778,54.84,69,5,3.47
500,Santa Quiteria,BR,2022-05-16 16:05:55,-4.3319,-40.1567,87.89,50,100,5.08
501,Montepuez,MZ,2022-05-16 16:11:12,-13.1256,38.9997,71.62,57,99,4.47
502,Amilly,FR,2022-05-16 16:08:23,47.9728,2.7719,76.87,53,60,2.42
503,Belyy Yar,RU,2022-05-16 16:11:12,53.6039,91.3903,62.49,63,0,4.47
504,Dubovka,RU,2022-05-16 16:11:12,49.0583,44.829,61.75,58,51,13.8
505,Labuhan,ID,2022-05-16 16:11:13,-6.8844,112.2051,81.03,81,100,4.36
506,Tsabong,BW,2022-05-16 16:11:13,-26.0217,22.401,73.71,32,48,9.62
507,Buin,CL,2022-05-16 16:11:14,-33.7333,-70.75,71.87,19,1,1.97
508,Gondanglegi,ID,2022-05-16 16:11:14,-7.7479,112.0132,75.54,86,85,7.76
509,Iquique,CL,2022-05-16 16:11:14,-20.2208,-70.1431,64.44,63,4,8.63
510,Razdolinsk,RU,2022-05-16 16:11:15,58.4211,94.6658,51.08,82,11,3.38
511,Premia De Mar,ES,2022-05-16 16:11:15,41.4921,2.3652,87.62,77,100,8.01
512,Kavaratti,IN,2022-05-16 16:11:16,10.5669,72.642,81.36,78,100,20.13
513,Aykhal,RU,2022-05-16 16:11:16,66.0,111.5,33.8,98,100,4.21
514,Beaverlodge,CA,2022-05-16 16:11:17,55.2166,-119.4361,50.43,67,63,1.77
515,Cap Malheureux,MU,2022-05-16 16:11:17,-19.9842,57.6142,76.46,70,42,5.01
516,Russell,US,2022-05-16 16:07:19,32.3502,-85.1999,83.91,45,7,6.29
517,Wittenheim,FR,2022-05-16 16:11:19,47.8078,7.337,77.4,55,85,7.49
518,Simpang,ID,2022-05-16 16:11:19,-1.2667,104.0833,74.68,97,96,1.77
519,Daru,PG,2022-05-16 16:11:19,-9.0763,143.2092,78.44,82,99,6.62
520,Pionerskiy,RU,2022-05-16 16:11:20,54.9508,20.2275,53.44,69,91,13.27
521,Moyale,KE,2022-05-16 16:11:20,3.5167,39.0584,66.2,85,59,5.61
522,Igarka,RU,2022-05-16 16:11:21,67.4667,86.5833,37.33,100,100,9.69
523,Vilyuysk,RU,2022-05-16 16:11:21,63.7553,121.6247,30.31,74,97,2.71
524,Torit,SS,2022-05-16 16:11:22,4.4133,32.5678,81.73,50,97,1.41
525,Jurm,AF,2022-05-16 16:11:22,36.8648,70.8342,67.03,61,8,3.6
526,Agua Verde,MX,2022-05-16 16:11:22,22.9,-106.05,82.49,68,28,6.71
527,Vrangel,RU,2022-05-16 16:11:23,42.7297,133.0839,48.31,86,93,1.83
528,Inhambane,MZ,2022-05-16 16:11:23,-23.865,35.3833,69.78,88,75,6.91
529,Goure,NE,2022-05-16 16:11:24,13.9835,10.2704,102.02,7,2,12.82
530,Clinton,US,2022-05-16 16:10:52,42.587,-82.9199,69.22,73,40,1.99
531,Tuatapere,NZ,2022-05-16 16:11:24,-46.1333,167.6833,53.33,94,98,2.73
532,Ramnagar,IN,2022-05-16 16:11:25,29.4,79.1167,88.9,16,25,5.23
533,Lompoc,US,2022-05-16 16:11:25,34.6391,-120.4579,63.84,89,100,16.11
534,Ritchie,ZA,2022-05-16 16:11:25,-29.038,24.6028,68.77,33,0,7.96
535,Chegdomyn,RU,2022-05-16 16:11:26,51.1167,133.0167,33.1,77,69,4.79
536,Rebrikha,RU,2022-05-16 16:11:26,53.0733,82.3408,64.4,48,77,4.79
537,Limon,CR,2022-05-16 16:08:27,10.0,-83.0333,87.69,70,40,11.5
538,Andenes,NO,2022-05-16 16:11:27,69.3143,16.1194,37.38,70,75,11.5
539,Omboue,GA,2022-05-16 16:11:27,-1.5746,9.2618,80.76,82,100,6.8
540,Klyuchi,RU,2022-05-16 16:11:27,52.2667,79.1667,67.28,51,100,4.41
541,Bonoua,CI,2022-05-16 16:11:28,5.2741,-3.595,85.62,67,96,7.56
542,Pangnirtung,CA,2022-05-16 16:11:28,66.1451,-65.7125,28.63,78,15,2.86
543,Kloulklubed,PW,2022-05-16 16:11:28,7.0419,134.2556,75.7,75,6,14.16
544,Liwale,TZ,2022-05-16 16:11:29,-9.7667,37.9333,73.47,61,82,4.29
545,Marolambo,MG,2022-05-16 16:11:29,-20.05,48.1167,63.66,98,44,3.71
546,Yuryev-Polskiy,RU,2022-05-16 16:11:30,56.5,39.6833,47.01,81,99,13.31
547,Simao,CN,2022-05-16 16:11:30,22.7886,100.9748,61.3,98,93,2.73
548,Roebourne,AU,2022-05-16 16:11:30,-20.7833,117.1333,73.9,74,99,7.4
549,Basco,PH,2022-05-16 16:11:31,20.4487,121.9702,79.88,82,99,22.93
550,Atambua,ID,2022-05-16 16:12:31,-9.1061,124.8925,71.87,85,10,4.12
551,Trofors,NO,2022-05-16 16:12:32,65.5333,13.4063,42.67,72,100,5.57
552,Itarema,BR,2022-05-16 16:12:32,-2.9248,-39.9167,84.7,70,66,14.67
553,Ponta Delgada,PT,2022-05-16 16:12:32,37.7333,-25.6667,63.32,59,20,18.41
554,Yatou,CN,2022-05-16 16:12:33,37.15,122.3833,54.09,85,7,3.98
555,Kargat,RU,2022-05-16 16:12:33,55.1956,80.2811,58.73,88,97,18.23
556,Paamiut,GL,2022-05-16 16:12:34,61.994,-49.6678,34.21,77,5,16.17
557,Lalibela,ET,2022-05-16 16:12:34,12.0333,39.0333,72.01,20,33,8.3
558,Minsk,BY,2022-05-16 16:10:20,53.9,27.5667,55.15,77,87,9.6
559,Licheng,CN,2022-05-16 16:12:35,23.2955,113.8284,62.29,87,34,3.62
560,Staryy Krym,UA,2022-05-16 16:12:35,45.0333,35.1,60.46,62,66,1.77
561,Rocha,UY,2022-05-16 16:12:35,-34.4833,-54.3333,53.98,78,91,19.19
562,Turayf,SA,2022-05-16 16:12:36,31.6725,38.6637,79.45,16,41,6.76
563,Halifax,CA,2022-05-16 16:10:01,44.6453,-63.5724,54.52,98,100,9.22
564,Longonjo,AO,2022-05-16 16:12:36,-12.9067,15.2533,70.36,51,86,4.16
565,Nago,JP,2022-05-16 16:12:37,26.5881,127.9761,64.83,93,100,12.64
566,Sao Paulo De Olivenca,BR,2022-05-16 16:12:37,-3.3783,-68.8725,78.76,90,100,1.25
567,Abha,SA,2022-05-16 16:12:37,18.2164,42.5053,77.25,4,0,12.66
568,Palmer,US,2022-05-16 16:12:38,42.1584,-72.3287,83.39,57,25,3.0
569,Magistralnyy,RU,2022-05-16 16:12:38,56.1725,107.4458,53.19,46,95,2.64
570,Ushtobe,KZ,2022-05-16 16:12:39,45.2514,77.9838,68.41,40,19,9.15
571,Blagoyevo,RU,2022-05-16 16:12:39,63.3667,47.9167,46.94,60,51,9.64
572,Axim,GH,2022-05-16 16:12:39,4.8699,-2.2405,84.15,70,72,7.56
573,Sept-Iles,CA,2022-05-16 16:12:40,50.2001,-66.3821,43.05,93,100,11.5
574,Dolores,AR,2022-05-16 16:12:40,-36.3132,-57.6792,56.01,65,98,21.27
575,Kizhinga,RU,2022-05-16 16:12:22,51.8462,109.9097,46.74,58,2,3.67
576,Porto Novo,BJ,2022-05-16 16:12:41,6.4965,2.6036,86.7,65,100,10.51
577,Miraflores,MX,2022-05-16 16:12:41,19.2167,-98.8083,70.03,21,9,3.38
578,Portobelo,PA,2022-05-16 16:12:41,9.55,-79.65,82.74,84,100,4.23
579,Santa Vitoria Do Palmar,BR,2022-05-16 16:12:42,-33.5189,-53.3681,53.69,78,72,17.78
580,Mackay,AU,2022-05-16 16:12:42,-21.15,149.2,68.68,83,48,7.23
581,Necochea,AR,2022-05-16 16:12:43,-38.5473,-58.7368,52.5,69,81,23.89
582,Smirnykh,RU,2022-05-16 16:12:43,49.75,142.8333,39.79,79,87,0.78
583,Smoky Lake,CA,2022-05-16 16:09:49,54.1169,-112.4686,52.84,54,89,15.48
584,Jiwani,PK,2022-05-16 16:12:44,25.05,61.7417,84.85,72,0,18.52
585,Yarqa,JO,2022-05-16 16:12:44,31.9785,35.6947,73.45,41,96,10.07
586,Baykit,RU,2022-05-16 16:12:44,61.67,96.37,54.09,82,93,2.73
587,Charcas,MX,2022-05-16 16:12:45,23.1333,-101.1167,71.64,26,0,7.74
588,Maniitsoq,GL,2022-05-16 16:12:45,65.4167,-52.9,32.36,64,0,8.57
589,Belgrade,RS,2022-05-16 16:09:12,44.804,20.4651,82.38,33,0,4.61
